ID,LONG_AXIS,PIXEL_SCALE,ROUNDNESS,SHORT_AXIS,SURFACE,VOLUME
4317,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4318,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4319,1.7677670,9.0420000,0.81487331,1.4405061,8.0000000,11.524049
4320,5.5227960,9.0420000,0.58441338,3.2275959,56.000000,180.74537
4321,2.3035022,9.0420000,0.83984839,1.9345926,14.000000,27.084297
4322,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4323,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4324,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4325,1.9846349,9.0420000,0.56570099,1.1227099,7.0000000,7.8589693
4326,1.2857143,9.0420000,1.3479048,1.7330205,7.0000000,12.131143
4327,1.7670453,9.0420000,0.71359667,1.2609576,7.0000000,8.8267034
4328,2.6312756,9.0420000,0.55169457,1.4516604,12.000000,17.419925
4329,2.1608844,9.0420000,0.74985922,1.6203591,11.000000,17.823950
4330,4.0254294,9.0420000,0.41251999,1.6605701,21.000000,34.871972
4331,1.6703663,9.0420000,1.0267607,1.7150664,9.0000000,15.435597
4332,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4333,2.4166092,9.0420000,0.54505117,1.3171757,10.000000,13.171757
4334,2.2027417,9.0420000,0.85283759,1.8785809,13.000000,24.421552
4335,3.1098410,9.0420000,0.49370214,1.5353352,15.000000,23.030028
4336,3.3818150,9.0420000,0.64014486,2.1648515,23.000000,49.791585
4337,3.9274674,9.0420000,0.41271946,1.6209422,20.000000,32.418845
4338,2.8398944,9.0420000,0.78936116,2.2417023,20.000000,44.834046
4339,2.1682686,9.0420000,0.81246600,1.7616446,12.000000,21.139735
4340,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4341,2.9295104,9.0420000,0.59344438,1.7385015,16.000000,27.816024
4342,2.4453204,9.0420000,0.37262898,0.91119724,7.0000000,6.3783807
4343,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4344,1.6703663,9.0420000,1.0267607,1.7150664,9.0000000,15.435597
4345,2.6925824,9.0420000,0.43904812,1.1821732,10.000000,11.821732
4346,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4347,1.8000000,9.0420000,0.98243792,1.7683883,10.000000,17.683883
4348,1.6923940,9.0420000,1.0002065,1.6927435,9.0000000,15.234691
4349,1.5452363,9.0420000,0.93316488,1.4419602,7.0000000,10.093721
4350,1.2649111,9.0420000,0.99471839,1.2582303,5.0000000,6.2911515
4351,1.8719328,9.0420000,0.99922278,1.8704778,11.000000,20.575256
4352,1.5779087,9.0420000,0.89492042,1.4121027,7.0000000,9.8847191
4353,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4354,2.2410315,9.0420000,0.95070431,2.1305583,15.000000,31.958375
4355,1.6923940,9.0420000,1.0002065,1.6927435,9.0000000,15.234691
4356,1.8719328,9.0420000,0.99922278,1.8704778,11.000000,20.575256
4357,1.6703663,9.0420000,1.0267607,1.7150664,9.0000000,15.435597
4358,1.9565595,9.0420000,0.66520270,1.3015087,8.0000000,10.412069
4359,4.0099121,9.0420000,0.45531112,1.8257576,23.000000,41.992424
4360,2.2438187,9.0420000,0.75867515,1.7023295,12.000000,20.427954
4361,1.1180340,9.0420000,1.5278875,1.7082301,6.0000000,10.249381
4362,1.4252193,9.0420000,1.2536512,1.7867279,8.0000000,14.293823
4363,1.6983220,9.0420000,1.2139555,2.0616872,11.000000,22.678560
4364,1.6923940,9.0420000,1.0002065,1.6927435,9.0000000,15.234691
4365,1.4142136,9.0420000,1.1140846,1.5755536,7.0000000,11.028875
4366,2.2760834,9.0420000,0.73731834,1.6781980,12.000000,20.138376
4367,1.0000000,9.0420000,1.5915494,1.5915494,5.0000000,7.9577472
4368,2.7357713,9.0420000,0.63794291,1.7452659,15.000000,26.178988
4369,2.5579699,9.0420000,0.43782624,1.1199463,9.0000000,10.079517
4370,2.3853721,9.0420000,0.55941984,1.3344245,10.000000,13.344245
4371,1.4142136,9.0420000,1.4323945,2.0257117,9.0000000,18.231405
4372,1.1785113,9.0420000,1.3750987,1.6205694,6.0000000,9.7234162
4373,2.2901742,9.0420000,0.84965207,1.9458513,14.000000,27.241918
4374,1.8719328,9.0420000,0.99922278,1.8704778,11.000000,20.575256
4375,1.7262677,9.0420000,1.0681540,1.8439197,10.000000,18.439197
4376,3.3406820,9.0420000,0.45635187,1.5245265,16.000000,24.392424
4377,2.1661735,9.0420000,0.88187493,1.9102941,13.000000,24.833824
