ID,LONG_AXIS,PIXEL_SCALE,ROUNDNESS,SHORT_AXIS,SURFACE,VOLUME
77,8.8069575,9.0420000,0.49246977,4.3371603,120.00000,520.45924
78,3.3618614,9.0420000,0.92940383,3.1245269,33.000000,103.10939
79,4.4945881,9.0420000,0.86662860,3.8951386,55.000000,214.23262
80,6.7447619,9.0420000,0.41282776,2.7844250,59.000000,164.28107
81,12.103131,9.0420000,0.38461651,4.6550640,177.00000,823.94633
82,4.2057352,9.0420000,0.75581510,3.1787582,42.000000,133.50784
83,7.3845979,9.0420000,0.65375413,4.8277114,112.00000,540.70367
84,9.2246439,9.0420000,0.47880742,4.4168280,128.00000,565.35398
85,7.5348792,9.0420000,0.53262451,4.0132613,95.000000,381.25983
86,5.6669431,9.0420000,0.78303200,4.4373978,79.000000,350.55443
87,3.8280203,9.0420000,0.82543951,3.1597992,38.000000,120.07237
88,5.1336457,9.0420000,0.74884171,3.8442881,62.000000,238.34586
89,4.9765073,9.0420000,0.82258504,4.0936005,64.000000,261.99043
90,6.0148951,9.0420000,0.65106708,3.9161002,74.000000,289.79141
91,7.7564681,9.0420000,0.60844306,4.7193692,115.00000,542.72746
92,9.4499611,9.0420000,0.54535779,5.1536099,153.00000,788.50231
93,9.2281082,9.0420000,0.50835100,4.6911180,136.00000,637.99205
94,4.1038460,9.0420000,0.73711056,3.0249882,39.000000,117.97454
95,4.1944360,9.0420000,0.77798537,3.2632099,43.000000,140.31802
96,5.8969818,9.0420000,0.77805353,4.5881675,85.000000,389.99424
97,5.7914502,9.0420000,0.68329458,3.9572665,72.000000,284.92319
98,5.3099409,9.0420000,0.63220625,3.3569778,56.000000,187.99076
99,8.7815226,9.0420000,0.61090292,5.3646578,148.00000,793.96935
100,5.3492432,9.0420000,0.75643976,4.0463803,68.000000,275.15386
101,5.5093852,9.0420000,0.53482786,2.9465727,51.000000,150.27521
102,4.0991079,9.0420000,0.83353549,3.4167519,44.000000,150.33708
103,5.2382643,9.0420000,0.64962590,3.4029122,56.000000,190.56308
104,5.8763296,9.0420000,0.73744191,4.3334517,80.000000,346.67614
105,5.9903180,9.0420000,0.78060807,4.6760906,88.000000,411.49597
106,4.3524706,9.0420000,0.84013378,3.6566575,50.000000,182.83288
107,5.2764781,9.0420000,0.61738434,3.2576150,54.000000,175.91121
108,4.3377348,9.0420000,0.96427073,4.1827507,57.000000,238.41679
109,4.4829994,9.0420000,0.71273038,3.1951699,45.000000,143.78265
110,7.1112486,9.0420000,0.78680738,5.5951828,125.00000,699.39785
111,4.6913344,9.0420000,0.82438904,3.8674846,57.000000,220.44662
112,4.3528903,9.0420000,0.75597457,3.2906744,45.000000,148.08035
113,5.7551353,9.0420000,0.61506219,3.5397661,64.000000,226.54503
114,4.8585360,9.0420000,0.59332406,2.8826863,44.000000,126.83820
115,3.6715120,9.0420000,0.94453972,3.4678889,40.000000,138.71556
116,7.8568967,9.0420000,0.59814438,4.6995586,116.00000,545.14880
117,9.5257582,9.0420000,0.29817412,2.8403346,85.000000,241.42844
118,4.9158738,9.0420000,0.80348635,3.9498375,61.000000,240.94009
119,6.7509587,9.0420000,0.36318054,2.4518168,52.000000,127.49447
120,7.1893576,9.0420000,0.68974408,4.9588168,112.00000,555.38748
121,5.3727811,9.0420000,0.60647726,3.2584696,55.000000,179.21583
122,9.9300140,9.0420000,0.44548132,4.4236357,138.00000,610.46173
123,6.6911962,9.0420000,0.49055950,3.2824298,69.000000,226.48766
124,5.3260384,9.0420000,0.48251409,2.5698886,43.000000,110.50521
125,4.7833991,9.0420000,0.63993331,3.0610564,46.000000,140.80860
126,9.0613042,9.0420000,0.46908774,4.2505467,121.00000,514.31615
127,5.5500873,9.0420000,0.72335008,4.0146561,70.000000,281.02593
128,4.9782609,9.0420000,0.59081656,2.9412389,46.000000,135.29699
129,5.1057809,9.0420000,0.56167309,2.8677797,46.000000,131.91787
130,9.5194040,9.0420000,0.47771570,4.5475688,136.00000,618.46935
131,7.2575981,9.0420000,0.62244577,4.5174612,103.00000,465.29851
132,4.8013585,9.0420000,0.73180896,3.5136772,53.000000,186.22489
133,7.6714616,9.0420000,0.68690648,5.2695767,127.00000,669.23624
134,8.2900669,9.0420000,0.73642951,6.1050499,159.00000,970.70293
135,6.9654931,9.0420000,0.61013978,4.2499244,93.000000,395.24297
136,4.3183861,9.0420000,0.73396549,3.1695464,43.000000,136.29049
137,3.5314945,9.0420000,0.86778468,3.0645768,34.000000,104.19561
138,6.6506748,9.0420000,0.54693069,3.6374582,76.000000,276.44682
139,4.1895034,9.0420000,0.68914185,2.8871621,38.000000,109.71216
140,5.0913246,9.0420000,0.82274141,4.1888436,67.000000,280.65252
141,6.0320849,9.0420000,0.64736163,3.9049403,74.000000,288.96558
142,6.3225193,9.0420000,0.89184179,5.6386870,112.00000,631.53294
143,9.5132142,9.0420000,0.33061567,3.1452177,94.000000,295.65046
144,5.9283484,9.0420000,0.42567736,2.5235637,47.000000,118.60749
145,5.2690060,9.0420000,0.67646409,3.5642934,59.000000,210.29331
146,6.5056043,9.0420000,0.57159501,3.7185710,76.000000,282.61139
147,7.5880429,9.0420000,0.49754582,3.7753990,90.000000,339.78591
148,5.7839013,9.0420000,0.59944442,3.4671274,63.000000,218.42903
149,5.8427472,9.0420000,0.59675478,3.4866873,64.000000,223.14799
150,5.4339152,9.0420000,0.63602827,3.4561237,59.000000,203.91130
151,3.4634018,9.0420000,1.0083887,3.4924552,38.000000,132.71330
152,5.0990195,9.0420000,0.72231859,3.6831166,59.000000,217.30388
153,8.4819102,9.0420000,0.66367285,5.6292135,150.00000,844.38202
154,5.1349433,9.0420000,0.73639130,3.7813276,61.000000,230.66098
155,11.488925,9.0420000,0.58117693,6.6770983,241.00000,1609.1807
156,8.6056157,9.0420000,0.48569617,4.1797146,113.00000,472.30774
157,4.3650730,9.0420000,0.95223020,4.1565544,57.000000,236.92360
158,7.0798248,9.0420000,0.43183121,3.0572893,68.000000,207.89567
159,7.1983662,9.0420000,0.44844080,3.2280411,73.000000,235.64700
160,7.6141669,9.0420000,0.30197295,2.2992724,55.000000,126.45998
161,10.981258,9.0420000,0.44874008,4.9277306,170.00000,837.71419
162,3.3367333,9.0420000,0.91486522,3.0526612,32.000000,97.685159
163,4.9709874,9.0420000,0.76000565,3.7779785,59.000000,222.90073
164,4.4209885,9.0420000,0.78172248,3.4559861,48.000000,165.88733
165,4.7529231,9.0420000,0.50726051,2.4109702,36.000000,86.794927
166,6.2908961,9.0420000,0.69975234,4.4020692,87.000000,382.98002
167,6.8447697,9.0420000,0.46879346,3.2087832,69.000000,221.40604
168,7.1389974,9.0420000,0.45593039,3.2548858,73.000000,237.60667
169,3.8783556,9.0420000,0.86763835,3.3650100,41.000000,137.96541
170,5.1025082,9.0420000,0.58684571,2.9943851,48.000000,143.73048
171,4.5536162,9.0420000,0.90571025,4.1242569,59.000000,243.33116
172,5.0215880,9.0420000,0.65640414,3.2961912,52.000000,171.40194
173,5.9663771,9.0420000,0.42921013,2.5608295,48.000000,122.91982
174,3.3336947,9.0420000,0.80196702,2.6735132,28.000000,74.858370
175,7.0381156,9.0420000,0.39198294,2.7588213,61.000000,168.28810
176,5.7275934,9.0420000,0.64039761,3.6679371,66.000000,242.08385
177,4.3872467,9.0420000,0.72764355,3.1923518,44.000000,140.46348
178,4.6249062,9.0420000,0.71430800,3.3036075,48.000000,158.57316
179,4.9822083,9.0420000,0.64117468,3.1944658,50.000000,159.72329
180,6.3538674,9.0420000,0.61499055,3.9075684,78.000000,304.79033
181,8.5844505,9.0420000,0.39306694,3.3742637,91.000000,307.05800
182,7.3686314,9.0420000,0.60382861,4.4493904,103.00000,458.28722
183,6.3869526,9.0420000,0.46037821,2.9404138,59.000000,173.48441
184,4.5573210,9.0420000,0.56706470,2.5842959,37.000000,95.618947
185,4.5716108,9.0420000,0.74629015,3.4117481,49.000000,167.17566
186,8.4870462,9.0420000,0.60100199,5.1007316,136.00000,693.69950
187,5.9344489,9.0420000,0.55133959,3.2718966,61.000000,199.58569
188,3.8078866,9.0420000,0.83419143,3.1765063,38.000000,120.70724
189,6.0321301,9.0420000,0.57736794,3.4827585,66.000000,229.86206
190,7.4871223,9.0420000,0.56783254,4.2514316,100.00000,425.14316
191,6.2247794,9.0420000,0.59147269,3.6817870,72.000000,265.08866
192,6.9100276,9.0420000,0.63997322,4.4222326,96.000000,424.53433
193,6.6800418,9.0420000,0.46366586,3.0973074,65.000000,201.32498
194,4.5539480,9.0420000,0.75209045,3.4249808,49.000000,167.82406
195,6.6802795,9.0420000,0.59915633,4.0025317,84.000000,336.21266
196,3.4086401,9.0420000,0.98625754,3.3617970,36.000000,121.02469
197,6.9598345,9.0420000,0.44027812,3.0642629,67.000000,205.30561
198,4.0451918,9.0420000,0.75864133,3.0688497,39.000000,119.68514
199,3.9035438,9.0420000,0.75202887,2.9355776,36.000000,105.68079
200,8.3463705,9.0420000,0.50262894,4.1951274,110.00000,461.46401
201,3.9414868,9.0420000,0.77859850,3.0688357,38.000000,116.61576
202,5.0777380,9.0420000,0.60493070,3.0716796,49.000000,150.51230
203,3.7613993,9.0420000,0.89993518,3.3850156,40.000000,135.40062
204,5.6514502,9.0420000,0.59797300,3.3794146,60.000000,202.76488
205,7.4320476,9.0420000,0.64543303,4.7968890,112.00000,537.25157
206,4.6534411,9.0420000,0.70557458,3.2833497,48.000000,157.60079
207,6.3077536,9.0420000,0.56001380,3.5324291,70.000000,247.27003
208,3.1202515,9.0420000,0.91543805,2.8563969,28.000000,79.979114
209,4.3705882,9.0420000,0.58322805,2.5490496,35.000000,89.216736
210,6.2017367,9.0420000,0.32276622,2.0017112,39.000000,78.066735
211,7.3467852,9.0420000,0.66639831,4.8958852,113.00000,553.23503
212,4.7461105,9.0420000,0.81960091,3.8899165,58.000000,225.61516
213,4.8119513,9.0420000,0.79732554,3.8366917,58.000000,222.52812
214,9.7658205,9.0420000,0.53401399,5.2150848,160.00000,834.41356
215,4.4257419,9.0420000,0.58503313,2.5892056,36.000000,93.211403
216,7.6299571,9.0420000,0.67799675,5.1730862,124.00000,641.46269
217,4.7623280,9.0420000,0.88420317,4.2108655,63.000000,265.28453
218,6.8167740,9.0420000,0.50690206,3.4554368,74.000000,255.70232
219,6.3530484,9.0420000,0.55205689,3.5072442,70.000000,245.50709
220,6.8371706,9.0420000,0.46983610,3.2123496,69.000000,221.65212
221,4.2388517,9.0420000,0.81491350,3.4542975,46.000000,158.89768
222,8.1471978,9.0420000,0.59943710,4.8837326,125.00000,610.46658
223,5.9953400,9.0420000,0.47820736,2.8670157,54.000000,154.81885
224,6.1439087,9.0420000,0.48065722,2.9531141,57.000000,168.32750
225,3.3541020,9.0420000,0.96200321,3.2266569,34.000000,109.70633
226,8.2988176,9.0420000,0.38361518,3.1835524,83.000000,264.23485
227,4.5762999,9.0420000,0.57757019,2.6431344,38.000000,100.43911
228,4.6367481,9.0420000,0.62183106,2.8832740,42.000000,121.09751
229,4.6149796,9.0420000,0.61276565,2.8279010,41.000000,115.94394
230,12.959501,9.0420000,0.41885705,5.4281784,221.00000,1199.6274
231,6.0456031,9.0420000,0.55737931,3.3696941,64.000000,215.66042
232,3.8284049,9.0420000,0.80355598,3.0763376,37.000000,113.82449
233,6.4456047,9.0420000,0.90407570,5.8273146,118.00000,687.62312
234,6.3440050,9.0420000,0.68808540,4.3652172,87.000000,379.77390
235,6.6449428,9.0420000,0.29556397,1.9640057,41.000000,80.524233
236,5.1459994,9.0420000,0.63706908,3.2783571,53.000000,173.75293
237,5.7500212,9.0420000,0.61615674,3.5429143,64.000000,226.74652
238,6.0982781,9.0420000,0.69329920,4.2279313,81.000000,342.46244
239,4.5701077,9.0420000,0.65533855,2.9949677,43.000000,128.78361
240,3.5387141,9.0420000,0.83882836,2.9683738,33.000000,97.956335
241,3.8402162,9.0420000,0.79862057,3.0668757,37.000000,113.47440
242,5.6194053,9.0420000,0.85681751,4.8148049,85.000000,409.25842
243,5.1140601,9.0420000,0.73024689,3.7345265,60.000000,224.07159
244,6.5410898,9.0420000,0.62492686,4.0877027,84.000000,343.36703
245,3.1307787,9.0420000,0.84434267,2.6434500,26.000000,68.729701
246,3.4284723,9.0420000,0.83948033,2.8781351,31.000000,89.222188
247,4.8984895,9.0420000,0.71634054,3.5089866,54.000000,189.48528
248,10.600381,9.0420000,0.34276191,3.6334068,121.00000,439.64222
249,2.8111376,9.0420000,0.84587313,2.3778657,21.000000,49.935180
250,3.7684643,9.0420000,1.0310486,3.8854699,46.000000,178.73162
251,9.3955247,9.0420000,0.44712580,4.2009815,124.00000,520.92171
252,3.3937813,9.0420000,0.71854798,2.4385947,26.000000,63.403462
253,5.2403578,9.0420000,0.77661012,4.0697149,67.000000,272.67090
254,2.9003618,9.0420000,0.87030930,2.5242118,23.000000,58.056872
255,4.4179318,9.0420000,0.84803828,3.7465753,52.000000,194.82192
256,4.2855199,9.0420000,0.84925707,3.6395081,49.000000,178.33590
257,5.1434964,9.0420000,0.72191238,3.7131538,60.000000,222.78923
258,6.3876930,9.0420000,0.63189814,4.0363713,81.000000,326.94608
259,4.6928673,9.0420000,0.69376888,3.2557653,48.000000,156.27673
260,7.2108150,9.0420000,0.63054872,4.5467701,103.00000,468.31733
261,5.4176307,9.0420000,0.79168824,4.2890745,73.000000,313.10244
262,7.9459778,9.0420000,0.48397916,3.8456877,96.000000,369.18602
263,4.5102491,9.0420000,0.67284886,3.0347160,43.000000,130.49279
264,10.421605,9.0420000,0.41030703,4.2760578,140.00000,598.64809
265,3.0034637,9.0420000,0.81158348,2.4375615,23.000000,56.063915
266,2.7715700,9.0420000,1.0359492,2.8712056,25.000000,71.780140
267,3.5307907,9.0420000,0.84259741,2.9750351,33.000000,98.176158
268,4.1453680,9.0420000,0.68537091,2.8411146,37.000000,105.12124
269,6.9077555,9.0420000,0.44694184,3.0873650,67.000000,206.85345
270,6.3410367,9.0420000,0.68872976,4.3672607,87.000000,379.95168
271,5.5731686,9.0420000,0.48166337,2.6843912,47.000000,126.16639
272,5.8573744,9.0420000,0.66800029,3.9127278,72.000000,281.71640
273,5.7251638,9.0420000,0.51469525,2.9467146,53.000000,156.17587
274,4.3221341,9.0420000,0.88604748,3.8296160,52.000000,199.14003
275,5.3199743,9.0420000,0.60733013,3.2309806,54.000000,174.47295
276,5.8996877,9.0420000,0.79563033,4.6939705,87.000000,408.37543
277,4.6815137,9.0420000,0.74070914,3.4676400,51.000000,176.84964
278,5.2252343,9.0420000,0.68784502,3.5941514,59.000000,212.05493
279,5.8201916,9.0420000,0.48862863,2.8439122,52.000000,147.88344
280,3.2022492,9.0420000,0.77603245,2.4850493,25.000000,62.126232
281,5.5303426,9.0420000,0.54118954,2.9929636,52.000000,155.63411
282,3.3909348,9.0420000,0.85816921,2.9099959,31.000000,90.209873
283,5.1264931,9.0420000,0.67826188,3.4771048,56.000000,194.71787
284,7.1220549,9.0420000,0.44555143,3.1732417,71.000000,225.30016
285,6.9048446,9.0420000,0.72772753,5.0248455,109.00000,547.70816
286,4.4413451,9.0420000,1.0004901,4.4435216,62.000000,275.49834
287,4.5521291,9.0420000,0.82949686,3.7759768,54.000000,203.90275
288,4.8739305,9.0420000,0.61638107,3.0041985,46.000000,138.19313
289,5.9209762,9.0420000,0.63556729,3.7631788,70.000000,263.42251
290,6.0364889,9.0420000,0.62021128,3.7438985,71.000000,265.81679
291,7.4211000,9.0420000,0.53752233,3.9890069,93.000000,370.97765
292,3.6251233,9.0420000,0.75087258,2.7220057,31.000000,84.382177
293,7.1763414,9.0420000,0.55627104,3.9919909,90.000000,359.27918
294,4.8738235,9.0420000,0.50920673,2.4817837,38.000000,94.307781
295,5.7796900,9.0420000,0.77183782,4.4609833,81.000000,361.33965
296,6.6272101,9.0420000,0.44209793,2.9298759,61.000000,178.72243
297,9.1148385,9.0420000,0.62451054,5.6923127,163.00000,927.84698
298,5.4831095,9.0420000,0.74112989,4.0636963,70.000000,284.45874
299,6.2913319,9.0420000,0.65140330,4.0981944,81.000000,331.95374
300,6.9972444,9.0420000,0.75414356,5.2769268,116.00000,612.12351
301,8.3309108,9.0420000,0.46780550,3.8972459,102.00000,397.51909
302,6.8511418,9.0420000,0.65780314,4.5067026,97.000000,437.15016
303,10.175846,9.0420000,0.39347669,4.0039583,128.00000,512.50667
304,4.3931765,9.0420000,0.82463701,3.6227760,50.000000,181.13880
305,6.2223109,9.0420000,0.63304916,3.9390287,77.000000,303.30521
306,7.2056072,9.0420000,0.58241501,4.1966538,95.000000,398.68211
307,7.2110104,9.0420000,0.58154255,4.1935093,95.000000,398.38339
308,4.1365747,9.0420000,0.74409499,3.0780045,40.000000,123.12018
309,4.6546656,9.0420000,0.69051164,3.2141008,47.000000,151.06274
310,4.0562452,9.0420000,0.61908703,2.5111688,32.000000,80.357402
311,2.9091473,9.0420000,0.86506062,2.5165888,23.000000,57.881541
312,3.2459051,9.0420000,0.93656986,3.0400169,31.000000,94.240524
313,3.9133170,9.0420000,0.45728058,1.7894839,22.000000,39.368645
314,3.0247873,9.0420000,0.80018107,2.4203776,23.000000,55.668684
315,6.5685087,9.0420000,0.51643375,3.3921995,70.000000,237.45397
316,4.0002704,9.0420000,0.85534217,3.4216000,43.000000,147.12880
317,3.1098556,9.0420000,0.69117652,2.1494592,21.000000,45.138642
318,4.2106221,9.0420000,0.78996939,3.3262626,44.000000,146.35555
319,4.7652655,9.0420000,0.49061856,2.3379277,35.000000,81.827468
320,3.6737637,9.0420000,0.80187487,2.9458988,34.000000,100.16056
321,10.174779,9.0420000,0.30131878,3.0658521,98.000000,300.45351
322,4.2495138,9.0420000,0.77557591,3.2958205,44.000000,145.01610
323,3.8342189,9.0420000,0.97433619,3.7358182,45.000000,168.11182
324,9.7701223,9.0420000,0.60690612,5.9295470,182.00000,1079.1776
325,7.9879202,9.0420000,0.63355804,5.0608111,127.00000,642.72301
326,3.5522700,9.0420000,0.70631139,2.5090088,28.000000,70.252247
327,7.1712252,9.0420000,0.42089360,3.0183228,68.000000,205.24595
328,6.9628775,9.0420000,0.57777040,4.0229445,88.000000,354.01912
329,7.5642599,9.0420000,0.49511633,3.7451886,89.000000,333.32178
330,3.5492124,9.0420000,0.73279779,2.6008550,29.000000,75.424795
331,5.2675385,9.0420000,0.55065036,2.9005720,48.000000,139.22745
332,3.0285864,9.0420000,0.72876832,2.2071378,21.000000,46.349894
333,3.4580886,9.0420000,0.82516271,2.8534857,31.000000,88.458058
334,4.5758543,9.0420000,0.86652402,3.9650877,57.000000,226.01000
335,5.3778481,9.0420000,0.44024361,2.3675632,40.000000,94.702530
336,4.3485670,9.0420000,0.85847565,3.7331388,51.000000,190.39008
337,3.8676049,9.0420000,0.74479024,2.8805544,35.000000,100.81940
338,8.2793594,9.0420000,0.45507474,3.7677273,98.000000,369.23728
339,2.3264780,9.0420000,1.1762028,2.7364100,20.000000,54.728200
340,5.6420498,9.0420000,0.61996615,3.4978799,62.000000,216.86856
341,3.8469629,9.0420000,0.79582185,3.0614971,37.000000,113.27539
342,4.6651902,9.0420000,0.73127616,3.4115424,50.000000,170.57712
343,5.5940384,9.0420000,0.71202835,3.9831139,70.000000,278.81797
344,3.8721534,9.0420000,0.70058197,2.7127609,33.000000,89.521108
345,3.6022069,9.0420000,0.90764190,3.2695139,37.000000,120.97202
346,4.8061181,9.0420000,0.63389756,3.0465865,46.000000,140.14298
347,4.5456865,9.0420000,0.64699432,2.9410333,42.000000,123.52340
348,7.4812054,9.0420000,0.67678999,5.0632050,119.00000,602.52139
349,6.2981081,9.0420000,0.58580458,3.6894606,73.000000,269.33062
350,4.6955631,9.0420000,0.70740942,3.3216856,49.000000,162.76259
351,4.4950300,9.0420000,0.75618171,3.3990595,48.000000,163.15486
352,3.3095506,9.0420000,0.92995527,3.0777340,32.000000,98.487488
353,5.8476234,9.0420000,0.40027622,2.3406646,43.000000,100.64858
354,2.9807382,9.0420000,0.89565856,2.6697236,25.000000,66.743091
355,3.9039021,9.0420000,1.0025211,3.9137443,48.000000,187.85973
356,4.8649532,9.0420000,0.61865800,3.0097422,46.000000,138.44814
357,8.1763973,9.0420000,0.53802765,4.3991278,113.00000,497.10145
358,3.4949049,9.0420000,0.80786930,2.8234263,31.000000,87.526217
359,5.6044124,9.0420000,0.56751583,3.1805928,56.000000,178.11319
360,7.0906126,9.0420000,0.55081006,3.9055808,87.000000,339.78553
361,4.5631125,9.0420000,0.64206215,2.9298018,42.000000,123.05168
362,4.8079215,9.0420000,0.70227234,3.3764703,51.000000,172.19999
363,6.4739516,9.0420000,0.28859900,1.8683760,38.000000,70.998287
364,3.8385472,9.0420000,0.64809343,2.4877372,30.000000,74.632116
365,8.0718607,9.0420000,0.71815823,5.7968732,147.00000,852.14036
366,6.8187167,9.0420000,0.47922875,3.2677251,70.000000,228.74076
367,5.5979129,9.0420000,0.62978099,3.5254591,62.000000,218.57846
368,4.4215578,9.0420000,0.55357751,2.4476749,34.000000,83.220948
369,2.9153138,9.0420000,0.86140489,2.5112656,23.000000,57.759109
370,8.8817698,9.0420000,0.59315533,5.2682691,147.00000,774.43556
371,3.5011216,9.0420000,0.96080988,3.3639122,37.000000,124.46475
372,4.7975545,9.0420000,0.60850335,2.9193280,44.000000,128.45043
373,3.5433819,9.0420000,0.68450710,2.4254701,27.000000,65.487693
374,5.8522133,9.0420000,0.46470767,2.7195684,50.000000,135.97842
375,3.6687704,9.0420000,0.85135669,3.1234322,36.000000,112.44356
376,3.2464221,9.0420000,0.66445083,2.1570878,22.000000,47.455932
377,3.1294413,9.0420000,0.78005954,2.4411505,24.000000,58.587613
378,6.9712323,9.0420000,0.70738326,4.9313330,108.00000,532.58396
379,3.7595303,9.0420000,0.74318493,2.7940262,33.000000,92.202866
380,2.6162951,9.0420000,0.93005080,2.4332873,20.000000,48.665747
381,8.2220591,9.0420000,0.48969118,4.0262698,104.00000,418.73206
382,4.5894462,9.0420000,0.66493966,3.0517048,44.000000,134.27501
383,3.7655741,9.0420000,0.65100711,2.4514155,29.000000,71.091050
