ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
86,25.000000,0.74133134,2.4288531,3.2763394,60.721327,9.0470000
87,71.000000,0.78573327,4.2139736,5.3631095,299.19212,9.0470000
88,76.000000,0.49061952,3.4451193,7.0219778,261.82907,9.0470000
89,40.000000,0.80834191,3.2081348,3.9687844,128.32539,9.0470000
90,52.000000,0.47669524,2.8089703,5.8925914,146.06645,9.0470000
91,22.000000,0.96070399,2.5937684,2.6998623,57.062906,9.0470000
92,50.000000,0.74475874,3.4428482,4.6227697,172.14241,9.0470000
93,90.000000,0.67701006,4.4039652,6.5050218,396.35687,9.0470000
94,41.000000,0.45941063,2.4485981,5.3298682,100.39252,9.0470000
95,42.000000,0.90703626,3.4822667,3.8391704,146.25520,9.0470000
96,37.000000,0.61013209,2.6806361,4.3935340,99.183535,9.0470000
97,33.000000,0.69780409,2.7073773,3.8798531,89.343452,9.0470000
98,33.000000,0.85718264,3.0006733,3.5006231,99.022220,9.0470000
99,106.00000,0.45015094,3.8972393,8.6576279,413.10737,9.0470000
100,119.00000,0.80434435,5.5197518,6.8624238,656.85047,9.0470000
101,41.000000,0.70965374,3.0432683,4.2883848,124.77400,9.0470000
102,94.000000,0.64825201,4.4041381,6.7938672,413.98898,9.0470000
103,100.00000,0.53444554,4.1245521,7.7174413,412.45521,9.0470000
104,19.000000,0.44547797,1.6414021,3.6845864,31.186639,9.0470000
105,23.000000,0.68851136,2.2451457,3.2608696,51.638352,9.0470000
106,20.000000,1.1762028,2.7364100,2.3264780,54.728200,9.0470000
107,108.00000,0.59158777,4.5096884,7.6230251,487.04635,9.0470000
108,38.000000,0.54429106,2.5658571,4.7141268,97.502569,9.0470000
109,90.000000,0.51442511,3.8389053,7.4625154,345.50148,9.0470000
110,93.000000,0.73911977,4.6776093,6.3286216,435.01767,9.0470000
111,41.000000,0.46824545,2.4720302,5.2793470,101.35324,9.0470000
112,44.000000,0.71186425,3.1575482,4.4356044,138.93212,9.0470000
113,56.000000,0.71755377,3.5764018,4.9841586,200.27850,9.0470000
114,43.000000,0.82059155,3.3513734,4.0840944,144.10905,9.0470000
115,24.000000,0.68873311,2.2938033,3.3304675,55.051278,9.0470000
116,23.000000,0.90129774,2.5687576,2.8500655,59.081425,9.0470000
117,187.00000,0.68019867,6.3630269,9.3546593,1189.8860,9.0470000
118,34.000000,0.80683940,2.9550040,3.6624438,100.47014,9.0470000
119,128.00000,0.75054892,5.5299289,7.3678461,707.83090,9.0470000
120,61.000000,0.68812427,3.6553033,5.3119814,222.97350,9.0470000
121,147.00000,0.37634377,4.1963925,11.150424,616.86969,9.0470000
122,78.000000,0.52198668,3.5999965,6.8967210,280.79972,9.0470000
123,75.000000,0.74920209,4.2291704,5.6448994,317.18778,9.0470000
124,100.00000,0.77251806,4.9588319,6.4190498,495.88319,9.0470000
125,61.000000,0.68199260,3.6389812,5.3358075,221.97785,9.0470000
126,95.000000,0.80859146,4.9448309,6.1153637,469.75893,9.0470000
127,32.000000,0.68096744,2.6336813,3.8675584,84.277803,9.0470000
128,153.00000,0.60124091,5.4112181,9.0000831,827.91637,9.0470000
129,33.000000,0.96859461,3.1897236,3.2931462,105.26088,9.0470000
130,30.000000,0.87049194,2.8831555,3.3120990,86.494665,9.0470000
131,60.000000,0.55957919,3.2691245,5.8421124,196.14747,9.0470000
132,118.00000,0.56264821,4.5971062,8.1704805,542.45853,9.0470000
133,72.000000,0.80794647,4.3031116,5.3259860,309.82403,9.0470000
134,29.000000,0.63378723,2.4187769,3.8163862,70.144529,9.0470000
135,63.000000,0.66139082,3.6418698,5.5063810,229.43780,9.0470000
136,86.000000,0.67480440,4.2979686,6.3692066,369.62530,9.0470000
137,179.00000,0.49275692,5.2986831,10.753138,948.46427,9.0470000
138,152.00000,0.59375735,5.3598342,9.0269775,814.69480,9.0470000
139,49.000000,0.87930780,3.7033398,4.2116536,181.46365,9.0470000
140,62.000000,0.88888814,4.1883645,4.7119140,259.67860,9.0470000
141,39.000000,0.83658946,3.2226531,3.8521321,125.68347,9.0470000
142,22.000000,0.66133925,2.1520312,3.2540502,47.344685,9.0470000
143,52.000000,0.58771590,3.1189647,5.3069258,162.18616,9.0470000
144,42.000000,0.82136190,3.3137290,4.0344323,139.17662,9.0470000
145,39.000000,0.49145820,2.4700211,5.0259027,96.330822,9.0470000
146,53.000000,0.78562700,3.6405852,4.6339868,192.95102,9.0470000
147,67.000000,0.70264834,3.8710740,5.5092623,259.36196,9.0470000
148,44.000000,0.62175899,2.9509540,4.7461381,129.84198,9.0470000
149,26.000000,0.86845926,2.6809361,3.0870027,69.704339,9.0470000
150,97.000000,0.88212758,5.2188718,5.9162325,506.23057,9.0470000
151,69.000000,0.71432830,3.9609425,5.5449889,273.30503,9.0470000
152,75.000000,0.58225398,3.7283093,6.4032353,279.62319,9.0470000
153,50.000000,0.78095224,3.5255129,4.5143770,176.27564,9.0470000
154,63.000000,0.71365426,3.7830255,5.3009219,238.33061,9.0470000
155,35.000000,0.66221245,2.7161751,4.1016672,95.066127,9.0470000
156,30.000000,0.64208942,2.4761871,3.8564520,74.285612,9.0470000
157,56.000000,0.82066341,3.8247373,4.6605432,214.18529,9.0470000
158,90.000000,0.50704230,3.8112586,7.5166482,343.01327,9.0470000
159,53.000000,0.54125478,3.0217872,5.5829293,160.15472,9.0470000
160,53.000000,0.87322451,3.8381855,4.3954166,203.42383,9.0470000
161,23.000000,0.46898479,1.8529699,3.9510234,42.618307,9.0470000
162,35.000000,0.62920868,2.6476248,4.2078644,92.666868,9.0470000
163,65.000000,0.43065178,2.9850037,6.9313626,194.02524,9.0470000
164,24.000000,0.79643726,2.4666440,3.0970977,59.199455,9.0470000
165,36.000000,0.69007323,2.8120556,4.0750104,101.23400,9.0470000
166,82.000000,0.52690229,3.7084893,7.0382866,304.09613,9.0470000
167,84.000000,0.67677133,4.2538844,6.2855565,357.32629,9.0470000
168,29.000000,0.59438480,2.3423830,3.9408528,67.929107,9.0470000
169,37.000000,0.82611829,3.1192275,3.7757637,115.41142,9.0470000
170,77.000000,0.56019247,3.7054338,6.6145727,285.31840,9.0470000
171,24.000000,0.65199524,2.2317878,3.4230124,53.562907,9.0470000
172,111.00000,0.46263225,4.0430071,8.7391381,448.77379,9.0470000
173,58.000000,0.69709268,3.5874373,5.1462846,208.07137,9.0470000
174,53.000000,0.54066813,3.0201491,5.5859573,160.06790,9.0470000
175,57.000000,0.85397098,3.9362625,4.6093633,224.36696,9.0470000
176,43.000000,0.72050859,3.1403559,4.3585267,135.03530,9.0470000
177,65.000000,0.47766920,3.1437309,6.5813975,204.34251,9.0470000
178,67.000000,0.65025122,3.7239432,5.7269300,249.50420,9.0470000
179,83.000000,0.52827478,3.7358897,7.0718684,310.07885,9.0470000
180,25.000000,0.69492692,2.3516064,3.3839622,58.790160,9.0470000
181,43.000000,0.64495067,2.9711361,4.6067648,127.75885,9.0470000
182,71.000000,0.71223718,4.0120520,5.6330281,284.85569,9.0470000
183,72.000000,0.61530130,3.7552186,6.1030566,270.37574,9.0470000
184,56.000000,0.39393880,2.6499242,6.7267409,148.39576,9.0470000
185,16.000000,1.1983431,2.4704476,2.0615528,39.527161,9.0470000
186,102.00000,0.67716243,4.6889065,6.9243454,478.26847,9.0470000
187,114.00000,0.63598960,4.8039944,7.5535739,547.65537,9.0470000
188,41.000000,0.69704940,3.0161211,4.3269833,123.66096,9.0470000
189,21.000000,0.84080658,2.3707336,2.8195945,49.785406,9.0470000
190,31.000000,0.75831826,2.7354682,3.6072825,84.799514,9.0470000
191,29.000000,0.77307905,2.6713821,3.4555097,77.470081,9.0470000
192,19.000000,0.56561853,1.8495398,3.2699420,35.141256,9.0470000
193,34.000000,0.74660451,2.8425612,3.8073186,96.647081,9.0470000
194,61.000000,0.65698213,3.5716325,5.4364225,217.86958,9.0470000
195,125.00000,0.50963070,4.5030613,8.8359303,562.88266,9.0470000
196,77.000000,0.63525473,3.9458846,6.2114997,303.83312,9.0470000
197,24.000000,0.67697167,2.2741334,3.3592741,54.579201,9.0470000
198,52.000000,0.81789621,3.6793901,4.4986027,191.32828,9.0470000
199,40.000000,0.66694492,2.9140704,4.3692820,116.56282,9.0470000
200,66.000000,0.77560467,4.0366141,5.2044738,266.41653,9.0470000
201,42.000000,0.78975730,3.2493503,4.1143656,136.47271,9.0470000
202,27.000000,0.76406018,2.5625404,3.3538463,69.188592,9.0470000
203,121.00000,0.73068590,5.3049722,7.2602635,641.90164,9.0470000
204,65.000000,0.79601385,4.0582804,5.0982536,263.78823,9.0470000
205,55.000000,0.77637411,3.6867351,4.7486579,202.77043,9.0470000
206,51.000000,0.29890223,2.2027983,7.3696281,112.34271,9.0470000
207,54.000000,0.45701629,2.8027721,6.1327619,151.34969,9.0470000
208,57.000000,0.64761780,3.4278506,5.2930147,195.38748,9.0470000
209,64.000000,0.52203443,3.2611038,6.2469133,208.71064,9.0470000
210,29.000000,0.43232499,1.9976952,4.6208183,57.933162,9.0470000
211,78.000000,0.33272816,2.8742011,8.6382861,224.18768,9.0470000
212,93.000000,0.61907255,4.2809220,6.9150570,398.12574,9.0470000
213,81.000000,0.53293593,3.7068505,6.9555275,300.25489,9.0470000
214,32.000000,0.62011762,2.5132581,4.0528732,80.424259,9.0470000
215,48.000000,0.61050844,3.0541581,5.0026469,146.59959,9.0470000
216,40.000000,0.74106339,3.0717279,4.1450271,122.86912,9.0470000
217,30.000000,0.60176214,2.3971661,3.9835774,71.914982,9.0470000
218,51.000000,0.79141051,3.5843553,4.5290722,182.80212,9.0470000
219,26.000000,0.87415852,2.6897185,3.0769231,69.932682,9.0470000
220,87.000000,0.77246651,4.6251361,5.9874908,402.38684,9.0470000
221,49.000000,0.91338634,3.7744212,4.1323381,184.94664,9.0470000
222,58.000000,0.78939039,3.8175522,4.8360763,221.41802,9.0470000
223,46.000000,0.69195576,3.1830477,4.6000740,146.42019,9.0470000
224,109.00000,0.56586002,4.4309089,7.8303975,482.96906,9.0470000
225,56.000000,0.69491446,3.5195306,5.0646962,197.09372,9.0470000
226,77.000000,0.77967094,4.3714559,5.6067960,336.60210,9.0470000
227,77.000000,0.71870347,4.1970612,5.8397675,323.17371,9.0470000
228,36.000000,0.83376746,3.0909984,3.7072668,111.27594,9.0470000
229,70.000000,0.74686384,4.0793860,5.4620210,285.55702,9.0470000
230,26.000000,0.85166914,2.6548940,3.1172834,69.027245,9.0470000
231,36.000000,0.59382886,2.6085969,4.3928428,93.909487,9.0470000
232,23.000000,0.90891255,2.5795861,2.8381016,59.330481,9.0470000
233,43.000000,0.63791153,2.9548777,4.6321121,127.05974,9.0470000
234,36.000000,0.79260640,3.0137353,3.8023101,108.49447,9.0470000
235,43.000000,0.40943286,2.3672855,5.7818649,101.79328,9.0470000
236,63.000000,0.57465385,3.3946773,5.9073428,213.86467,9.0470000
237,26.000000,0.91266143,2.7483155,3.0113199,71.456203,9.0470000
238,61.000000,0.70788513,3.7074165,5.2373137,226.15241,9.0470000
239,56.000000,0.65900747,3.4273957,5.2008450,191.93416,9.0470000
240,27.000000,0.90421323,2.7876765,3.0829857,75.267266,9.0470000
241,71.000000,0.70411126,3.9890996,5.6654393,283.22607,9.0470000
242,30.000000,0.85253119,2.8532566,3.3468061,85.597698,9.0470000
243,86.000000,0.56742659,3.9412059,6.9457548,338.94371,9.0470000
244,54.000000,0.77314702,3.6454654,4.7150999,196.85513,9.0470000
245,128.00000,0.43392053,4.2047013,9.6900261,538.20177,9.0470000
246,106.00000,0.57503620,4.4047939,7.6600288,466.90815,9.0470000
247,47.000000,0.39157656,2.4203732,6.1810982,113.75754,9.0470000
248,27.000000,0.71709895,2.4825413,3.4619230,67.028616,9.0470000
249,40.000000,0.52591472,2.5876928,4.9203658,103.50771,9.0470000
250,81.000000,0.67984698,4.1867127,6.1583162,339.12373,9.0470000
251,39.000000,0.67432678,2.8932940,4.2906409,112.83847,9.0470000
252,45.000000,0.65927196,3.0730075,4.6612137,138.28534,9.0470000
253,52.000000,0.71186227,3.4326121,4.8220171,178.49583,9.0470000
254,13.000000,0.70997647,1.7140312,2.4142084,22.282405,9.0470000
255,70.000000,0.76991087,4.1418495,5.3796480,289.92946,9.0470000
256,75.000000,0.64890180,3.9359102,6.0654944,295.19327,9.0470000
257,47.000000,0.80398704,3.4681551,4.3136953,163.00329,9.0470000
258,24.000000,0.96987346,2.7220006,2.8065524,65.328015,9.0470000
259,78.000000,0.57296649,3.7716986,6.5827559,294.19249,9.0470000
260,67.000000,0.56779453,3.4798303,6.1286788,233.14863,9.0470000
261,76.000000,0.49562090,3.4626346,6.9864580,263.16023,9.0470000
262,57.000000,0.54634293,3.1484381,5.7627507,179.46097,9.0470000
263,63.000000,0.48314849,3.1126884,6.4425089,196.09937,9.0470000
264,26.000000,0.93165938,2.7767726,2.9804590,72.196088,9.0470000
265,47.000000,0.79043022,3.4387908,4.3505306,161.62317,9.0470000
266,141.00000,0.46376177,4.5622817,9.8375544,643.28172,9.0470000
267,153.00000,0.24632093,3.4635498,14.061127,529.92312,9.0470000
268,63.000000,0.52445561,3.2430206,6.1835941,204.31030,9.0470000
269,71.000000,0.69162959,3.9535845,5.7163321,280.70450,9.0470000
270,74.000000,0.74582558,4.1914044,5.6198184,310.16392,9.0470000
271,164.00000,0.64864942,5.8190489,8.9710230,954.32402,9.0470000
272,103.00000,0.86350916,5.3208026,6.1618369,548.04267,9.0470000
273,29.000000,0.77928727,2.6820870,3.4417179,77.780522,9.0470000
274,40.000000,0.73805640,3.0654895,4.1534624,122.61958,9.0470000
275,108.00000,0.57157753,4.4327630,7.7553137,478.73841,9.0470000
276,51.000000,0.90943429,3.8423402,4.2249784,195.95935,9.0470000
277,53.000000,0.76304679,3.5878856,4.7020518,190.15794,9.0470000
278,53.000000,0.55607863,3.0628879,5.5080122,162.33306,9.0470000
279,67.000000,0.63347098,3.6755796,5.8022856,246.26383,9.0470000
280,34.000000,0.66419897,2.6811038,4.0365973,91.157528,9.0470000
281,35.000000,0.54146147,2.4560820,4.5360236,85.962871,9.0470000
282,58.000000,0.78327757,3.8027424,4.8549104,220.55906,9.0470000
283,91.000000,0.59518948,4.1521533,6.9761874,377.84595,9.0470000
284,36.000000,0.79379262,3.0159896,3.7994680,108.57563,9.0470000
285,90.000000,0.60833910,4.1746415,6.8623593,375.71773,9.0470000
286,26.000000,0.70204725,2.4104321,3.4334329,62.671236,9.0470000
287,43.000000,0.70483663,3.1060148,4.4067160,133.55864,9.0470000
288,79.000000,0.55312474,3.7294960,6.7425949,294.63019,9.0470000
289,39.000000,0.90882866,3.3589100,3.6958672,130.99749,9.0470000
290,37.000000,0.66999172,2.8090576,4.1926751,103.93513,9.0470000
291,77.000000,0.62229507,3.9054277,6.2758455,300.71794,9.0470000
292,66.000000,0.66621641,3.7411463,5.6155121,246.91566,9.0470000
293,124.00000,0.61529356,4.9280725,8.0093029,611.08100,9.0470000
294,69.000000,0.79332116,4.1742084,5.2616880,288.02038,9.0470000
295,30.000000,0.59612728,2.3859162,4.0023604,71.577486,9.0470000
296,22.000000,1.0330276,2.6896290,2.6036370,59.171837,9.0470000
297,34.000000,1.0210440,3.3241969,3.2556844,113.02270,9.0470000
298,23.000000,0.43180693,1.7780083,4.1176002,40.894191,9.0470000
299,68.000000,0.64700705,3.7422606,5.7839565,254.47372,9.0470000
300,50.000000,0.47611267,2.7527384,5.7816953,137.63692,9.0470000
301,52.000000,0.55548281,3.0322294,5.4587276,157.67593,9.0470000
302,23.000000,0.89442873,2.5589503,2.8609885,58.855857,9.0470000
303,39.000000,0.56864400,2.6569146,4.6723690,103.61967,9.0470000
304,23.000000,0.91514092,2.5884094,2.8284271,59.533416,9.0470000
305,28.000000,0.75483835,2.5937676,3.4361895,72.625492,9.0470000
306,42.000000,0.85368119,3.3782950,3.9573262,141.88839,9.0470000
307,66.000000,0.79314282,4.0819975,5.1466109,269.41183,9.0470000
308,84.000000,0.74837679,4.4732674,5.9772931,375.75446,9.0470000
309,95.000000,0.62663095,4.3530413,6.9467384,413.53892,9.0470000
310,78.000000,0.78080530,4.4029499,5.6389856,343.43009,9.0470000
311,47.000000,0.66095775,3.1445669,4.7575914,147.79465,9.0470000
312,104.00000,0.63756178,4.5941257,7.2057733,477.78907,9.0470000
313,64.000000,0.83609410,4.1270775,4.9361400,264.13296,9.0470000
314,102.00000,0.54634838,4.2117247,7.7088629,429.59592,9.0470000
315,59.000000,0.57876805,3.2968815,5.6963779,194.51601,9.0470000
316,100.00000,0.57268829,4.2695707,7.4553135,426.95707,9.0470000
317,60.000000,0.91116827,4.1715743,4.5782699,250.29446,9.0470000
318,45.000000,0.68124356,3.1237950,4.5854305,140.57078,9.0470000
319,36.000000,0.90765591,3.2250536,3.5531676,116.10193,9.0470000
320,41.000000,0.39315130,2.2651494,5.7615208,92.871125,9.0470000
321,63.000000,0.80952433,4.0291208,4.9771461,253.83461,9.0470000
322,74.000000,0.76595490,4.2475893,5.5454823,314.32161,9.0470000
323,143.00000,0.60557861,5.2502302,8.6697748,750.78292,9.0470000
324,20.000000,1.0185916,2.5464791,2.5000000,50.929582,9.0470000
325,124.00000,0.50730473,4.4747663,8.8206675,554.87102,9.0470000
326,25.000000,0.89565856,2.6697236,2.9807382,66.743091,9.0470000
327,29.000000,0.71007590,2.5602151,3.6055513,74.246237,9.0470000
328,107.00000,0.64279511,4.6790020,7.2791500,500.65322,9.0470000
329,56.000000,0.49026758,2.9562126,6.0297942,165.54791,9.0470000
330,23.000000,0.62738966,2.1431751,3.4160192,49.293028,9.0470000
331,21.000000,0.96651405,2.5417849,2.6298479,53.377483,9.0470000
332,63.000000,0.79604373,3.9954325,5.0191119,251.71225,9.0470000
333,116.00000,0.62377655,4.7991970,7.6937760,556.70686,9.0470000
334,65.000000,0.64061098,3.6406500,5.6830903,236.64225,9.0470000
335,128.00000,0.62752093,5.0564318,8.0577899,647.22327,9.0470000
336,143.00000,0.48043456,4.6763844,9.7336553,668.72297,9.0470000
337,46.000000,0.61190131,2.9932616,4.8917391,137.69003,9.0470000
338,72.000000,0.62626722,3.7885337,6.0493884,272.77443,9.0470000
339,71.000000,0.78571701,4.2139300,5.3631650,299.18903,9.0470000
340,58.000000,0.64369303,3.4472951,5.3554955,199.94312,9.0470000
341,25.000000,0.83087069,2.5713535,3.0947698,64.283838,9.0470000
342,68.000000,0.66213814,3.7857665,5.7174874,257.43212,9.0470000
343,21.000000,0.66155024,2.1028879,3.1787275,44.160646,9.0470000
344,52.000000,0.73263900,3.4823447,4.7531522,181.08192,9.0470000
345,96.000000,0.47432451,3.8071366,8.0264388,365.48512,9.0470000
346,54.000000,0.55129786,3.0783295,5.5837863,166.22979,9.0470000
347,52.000000,0.61961011,3.2024767,5.1685353,166.52879,9.0470000
348,123.00000,0.51730774,4.5004103,8.6996771,553.55046,9.0470000
349,101.00000,0.85273483,5.2359170,6.1401467,528.82761,9.0470000
350,171.00000,0.46519386,5.0319939,10.816983,860.47096,9.0470000
351,23.000000,0.62932668,2.1464810,3.4107580,49.369064,9.0470000
352,56.000000,0.92603842,4.0628761,4.3873732,227.52106,9.0470000
353,105.00000,0.64549966,4.6448075,7.1956777,487.70479,9.0470000
354,60.000000,0.44296294,2.9086026,6.5662436,174.51615,9.0470000
355,43.000000,0.60198055,2.8704535,4.7683493,123.42950,9.0470000
356,27.000000,0.65577700,2.3740236,3.6201691,64.098638,9.0470000
357,86.000000,0.58491457,4.0014787,6.8411336,344.12717,9.0470000
358,57.000000,0.78384100,3.7711732,4.8111456,214.95687,9.0470000
359,86.000000,0.68864702,4.3418281,6.3048673,373.39722,9.0470000
360,47.000000,0.82526876,3.5137568,4.2577121,165.14657,9.0470000
361,24.000000,0.95080291,2.6951065,2.8345586,64.682557,9.0470000
362,95.000000,0.56705585,4.1409481,7.3025401,393.39007,9.0470000
363,76.000000,0.55888583,3.6769981,6.5791579,279.45186,9.0470000
364,49.000000,0.64450288,3.1705568,4.9193834,155.35728,9.0470000
365,38.000000,0.44239761,2.3132536,5.2289017,87.903637,9.0470000
366,89.000000,0.73886786,4.5751302,6.1920817,407.18658,9.0470000
367,21.000000,0.90703626,2.4623344,2.7147034,51.709023,9.0470000
368,19.000000,0.84590760,2.2618475,2.6738707,42.975103,9.0470000
369,52.000000,0.85792169,3.7683441,4.3924104,195.95390,9.0470000
370,53.000000,0.68990699,3.4116013,4.9450163,180.81487,9.0470000
371,14.000000,0.81706485,1.9081712,2.3353975,26.714397,9.0470000
372,54.000000,0.48770432,2.8953445,5.9366801,156.34860,9.0470000
373,52.000000,0.61644400,3.1942842,5.1817913,166.10278,9.0470000
374,23.000000,0.92986228,2.6091455,2.8059483,60.010346,9.0470000
375,54.000000,0.57523955,3.1444617,5.4663517,169.80093,9.0470000
376,56.000000,0.50588515,3.0029288,5.9359893,168.16402,9.0470000
377,27.000000,0.89478627,2.7731068,3.0991835,74.873885,9.0470000
378,85.000000,0.51978159,3.7501183,7.2147964,318.76006,9.0470000
379,60.000000,0.41412399,2.8123274,6.7910276,168.73965,9.0470000
380,40.000000,0.72350864,3.0351274,4.1950119,121.40509,9.0470000
381,58.000000,0.63910265,3.4349812,5.3746941,199.22891,9.0470000
382,30.000000,0.84175974,2.8351743,3.3681515,85.055229,9.0470000
383,38.000000,0.47915890,2.4074465,5.0243176,91.482966,9.0470000
